201,,グリーンネット,キャベツ角切り,150ｇ,80,122,42,34.43,3日,─,─,23/100g,グリーンネット,①,,201,12,22,121,68,4,1
202,,グリーンネット,キャベツコールスロー,130g,80,122,42,34.43,3日,─,─,23/100g,グリーンネット,,,202,135,22,121,68,4,1
203,,グリーンネット,万能ネギ輪切り,30ｇ,65,96,31,32.29,3日,─,─,27/100g,グリーンネット,,,203,258,22,121,68,4,1
204,,グリーンネット,白ネギ輪切り,30ｇ,65,96,31,32.29,3日,─,─,28/100g,グリーンネット,,,204,381,22,121,68,4,1
205,,グリーンネット,大根おろし,100g,65,96,31,32.29,3日,─,─,18/100g,グリーンネット,②,,205,12,90,121,68,4,1
206,,グリーンネット,白菜角切り,200ｇ,85,134,49,36.57,3日,─,─,14/100g,グリーンネット,,,206,135,90,121,68,4,1
207,,グリーンネット,ごぼうささがき,100ｇ,85,134,49,36.57,3日,─,─,65/100g,グリーンネット,,,207,258,90,121,68,4,1
208,,グリーンネット,さつまいもスライス,150ｇ,120,189,69,36.51,3日,─,─,132/100g,グリーンネット,,,208,381,90,121,68,4,1
209,,グリーンネット,カットかぼちゃ,180g,80,118,38,32.2,3日,─,─,91/100g,グリーンネット,③,,209,12,159,121,68,4,1
210,,グリーンネット,かぼちゃスライス,100ｇ,65,96,31,32.29,3日,─,─,91/100g,グリーンネット,,,210,135,159,121,68,4,1
211,,成田食品,成田もやし,250ｇ,45,56,11,19.64,─,─,─,14/100g,グリーンネット,,,211,258,159,121,68,4,1
212,,石川県産他,かいわれ大根,１パック,45,62,17,27.42,─,─,─,21/100g,グリーンネット,,,212,381,159,121,68,4,1
213,,グリーンネット,炒め野菜セット(もやし入),180g,80,122,42,34.43,3日,─,─,─,グリーンネット,④,,213,12,228,121,68,4,1
214,,グリーンネット,炒め野菜セット(玉ねぎ入),180g,80,122,42,34.43,3日,─,─,─,グリーンネット,,,214,135,228,121,68,4,1
215,,グリーンネット,鍋野菜セット　1人前 白菜・ねぎ・人参・えのき・しめじ,160g,140,198,58,29.29,3日,─,─,─,グリーンネット,,,215,258,228,121,68,4,1
