881,,キリンビバレッジ,ボルヴィック,500ml,64,105,41,39.04761905,3年,─,─,─,,,,881,7,21,123,70,18,15
882,,キリンビバレッジ,ボルヴィック,500ml*24,1536,2280,744,32.63157895,3年,─,─,─,,,,881,7,21,123,70,18,15
883,,あづみ野,安曇野のやさし水,2?,63,85,22,25.88235294,2年,─,─,─,,,,883,130,21,125,70,18,15
884,,あづみ野,安曇野のやさし水,2?*6,378,498,120,24.09638554,2年,─,─,─,,,,883,130,21,125,70,18,15
885,,サントリー,天然水　南アルプス,550ml,70,95,25,26.31578947,1年,─,─,─,,,,885,255,21,124,70,18,15
886,,サントリー,天然水　南アルプス,550ml*24,1680,2250,570,25.33333333,1年,─,─,─,,,,885,255,21,124,70,18,15
887,,サントリー,天然水　南アルプス,2?,76,103,27,26.21359223,1年,─,─,─,,,,887,379,21,125,70,18,15
888,,サントリー,天然水　南アルプス,2?*6,456,610,154,25.24590164,1年,─,─,─,,,,887,379,21,125,70,18,15
889,,伊藤園,健康ミネラル麦茶(カフェインゼロ),2?,129,189,60,31.74603175,1年,─,─,─,,,,889,7,90,123,70,18,15
890,,伊藤園,健康ミネラル麦茶(カフェインゼロ),2?*6,774,1098,324,29.50819672,1年,─,─,─,,,,889,7,90,123,70,18,15
891,,アサヒ飲料,十六茶(カフェインゼロ),2?,145,189,44,23.28042328,9ヶ月,─,─,─,,,,891,130,90,125,70,18,15
892,,アサヒ飲料,十六茶(カフェインゼロ),2?*6,870,1130,260,23.00884956,9ヶ月,─,─,─,,,,891,130,90,125,70,18,15
893,,伊藤園,おーいお茶　緑茶,525ml,70,95,25,26.31578947,9ヶ月,─,─,─,,,,893,255,90,124,70,18,15
894,,伊藤園,おーいお茶　緑茶,525ml*24,1680,2250,570,25.33333333,9ヶ月,─,─,─,,,,893,255,90,124,70,18,15
895,,伊藤園,おーいお茶　緑茶,2?,129,189,60,31.74603175,9ヶ月,─,─,─,,,,895,379,90,125,70,18,15
896,,伊藤園,おーいお茶　緑茶,2?*6,774,1098,324,29.50819672,9ヶ月,─,─,─,,,,895,379,90,125,70,18,15
897,,サントリー,緑茶　伊右衛門,500ml,70,95,25,26.31578947,8ヶ月,─,─,─,,,,897,7,159,123,70,18,15
898,,サントリー,緑茶　伊右衛門,500ml*24,1680,2250,570,25.33333333,8ヶ月,─,─,─,,,,897,7,159,123,70,18,15
899,,サントリー,特定保健用食品　黒烏龍茶,350ml,116,160,44,27.5,1年,─,─,─,,,,899,130,159,125,70,18,15
900,,サントリー,特定保健用食品　黒烏龍茶,350ml*24,2784,3840,1056,27.5,1年,─,─,─,,,,899,130,159,125,70,18,15
901,,サントリー,特定保健用食品　伊右衛門　特茶,500ml,110.25,170,59.75,35.14705882,8ヶ月,─,─,─,,,,901,255,159,124,70,18,15
902,,サントリー,特定保健用食品　伊右衛門　特茶,500ml*24,2646,4080,1434,35.14705882,8ヶ月,─,─,─,,,,901,255,159,124,70,18,15
903,,コカコーラ,特定保健用食品　からだすこやか茶W,350ml,105,145,40,27.5862069,10ヶ月,─,─,─,,,,903,379,159,125,70,18,15
904,,コカコーラ,特定保健用食品　からだすこやか茶W,350ml*24,2520,3480,960,27.5862069,10ヶ月,─,─,─,,,,903,379,159,125,70,18,15
905,,コカコーラ,アクエリアス,500ml,90,123,33,26.82926829,6ヶ月,─,─,19/100ml,,,,905,7,229,123,70,18,15
